id,marker,start,end,title,desc,pic,pos,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,citation
wd-india,,850,870,India,"Tibetan Population: 94,203* <br><br> The largest concentration of Tibetan refugees and transplants is located in India. Many arrived immediately following the Dalai Lama's exit from Tibet, following him through the Himalayas directly into India. <br><br> India also has one of the most steady influxes of Tibetan immigrants, with 1-2 thousand still arriving yearly. <br><br> <i>*2009 CTA Demographic Survey of Tibetans in Exile </i>",http://www.notjusttravel.com/sue-carne/wp-content/uploads/sites/136/2017/04/Taj-Mahal-2shutterstock_120633745.jpg,,,,0.8,,circle,#FFCE33,48,"77.5748,19.7673,4000",se,,
,path,850,870,,"wd-Tibet, wd-india",,,#FFCE33,2,0.8,,,,,,,,
wd-usa,,850,870,USA,"Tibetan Population: 11,265* <br><br> The relatively sizeable population of Tibetan transplants in the US is divided into several small communities, distributed across the country. Major communities have taken root in New York, Colorado, Texas, and Virginia, with several others scattered around the Great Lakes and the West Coast. <br><br> While each region has its own unique historical and political causes for Tibetan settlement, the one thing they all have in common is the fact that  the United States federal government does not recognize Tibetans as actually Tibetan in heritage. Due to a complex political relationship with China, Tibetan immigrants and refugees are instead considered Chinese in nationality, according to US Census sources. <br><br> <i>*2013 American Community Survey 5-yr Estimates </i>",https://www.city-journal.org/sites/cj/files/New-York.jpg,,,,0.8,,circle,#FFCE33,32,"-91.5786,39.0997,4000",se,,
,path,850,870,,"wd-Tibet,wd-usa",,,#FFCE33,2,0.8,,,,,,,,
wd-canada,,850,870,Canada,"Tibetan Population: 4,640* <br><br> Tibetan immigrants and refugees began arriving in Canada in the 1970s. They have predominantly settled in Canada's major cities, like Toronto, Ontario, with smaller communities developing in Quebec and British Columbia. <br><br> <i>*2011 Canadian Census </i>",https://upload.wikimedia.org/wikipedia/commons/2/2d/Toronto_-_ON_-_CN_Tower_bei_Nacht2.jpg,,,,0.8,,circle,#FFCE33,29,"-75.6972,45.4215,4000",se,,
,path,850,870,,"wd-Tibet,wd-canada",,,#FFCE33,2,0.8,,,,,,,,
wd-switzerland,,850,870,Switzerland,"Tibetan Population: 1,540* <br><br> Tibetan transplants first arrived in Switzerland in the 1960s, following a resettlement program by the Swiss Red Cross. After the arrival of an initial 300 Tibetans, the population has expanded to around (number). <br><br> Despite relative ease in assimilation, following a mild language barrier when first arriving, Swiss Tibetans are now facing political persecution based on the strong anti-immigration climate in Europe at the moment. <br><br> <i>*1998 CTA Survey </i>",https://www.interrail.eu/sites/interrail.eu/files/styles/asset_image_images_slider_big/public/assets/images/2016/12/town_of_brienz_on_lake_brienz_spring.jpg?itok=ynoEBgIu,,,,0.8,,circle,#FFCE33,21,"7.4474,46.9479,4000",se,,
,path,850,870,,"wd-Tibet,wd-switzerland",,,#FFCE33,2,0.8,,,,,,,,
wd-bhutan,,850,870,Bhutan,"Bhutan	Tibetan Population: 1,298* <br><br> Tibetans in Bhutan are in a somewhat unique position historically, as the vast majority who initially settled here did so by accident: The country served as a gateway into India, so, when India sealed its border with Bhutan in the early 1960s, those who were currently in transit found themselves stuck here. <br><br> Since then, Tibetans in Bhutan have had a strained relationship with the local government, who have since forced them to renounce their own native citizenship. Most of those who originally came to Bhutan have since left for India. <br><br> <i>*2009 CTA Demographic Survey of Tibetans in Exile </i>",https://media.gadventures.com/media-server/cache/ca/47/ca47099472986277c9b341472b83d9ac.jpg,,,,0.8,,circle,#FFCE33,20,"94.5845,29.4563,4000",se,,
,path,850,870,,"wd-Tibet,wd-bhutan",,,#FFCE33,2,0.8,,,,,,,,
wd-uk,,850,870,U.K.,"Tibetan Population: 650* <br><br> Unlike many other nations, like Nepal and Bhutan, Tibetans did not arrive in the UK in any specific wave or time period. Rather, they have slowly trickled into the United Kingdom over a series of decades, with many arriving, historically, with the help of various sponsors and charity organizations. <br><br> Following an increased public interest in Tibet and its culture in the 60s and 70s, particularly in Tibetan Buddhism, several Non-Governmental Organizations were established, which further established ties with displaced Tibetans, allowing hundreds more to arrive during the later decades of the 20th century. <br><br> <i>*2008 Office of Tibet, London </i>",http://gulf-insider-i35ch33zpu3sxik.stackpathdns.com/wp-content/uploads/2017/10/UK.jpg,,,,0.8,,circle,#FFCE33,16,"-2.2427,53.4807,4000",se,,
,path,850,870,,"wd-Tibet,wd-uk",,,#FFCE33,2,0.8,,,,,,,,
wd-europe,,850,870,Europe,Tibetan Population: 640* <br><br> <i>*1998 CTA Survey </i>,,,,,0.8,,circle,#FFCE33,16,"13.4049,52.52,39137",se,,
,path,850,870,,"wd-Tibet,wd-europe",,,#FFCE33,2,0.8,,,,,,,,
wd-australia,,850,870,Australia,"Tibetan Population: 533* <br><br> For many years, the Tibetan population in Australia was relatively small. But in recent years, due to more lax restrictions on humanitarian visas, the number is steadily rising, particularly in Sydney and Melbourne. <br><br> <i>*2006 Australian Census </i>",http://travel.home.sndimg.com/content/dam/images/travel/fullset/2013/12/04/7f/sydney-opera-house-2.rend.hgtvcom.1280.720.suffix/1491592110293.jpeg,,,,0.8,,circle,#FFCE33,14,"130.0205,-21.688,4000",se,,
,path,850,870,,"wd-Tibet,wd-australia",,,#FFCE33,2,0.8,,,,,,,,
wd-taiwan,,850,870,Taiwan,"Taiwan	Tibetan Population: 485* <br><br> Due to Taiwan's complex political relationship with China, who in turn has a similar relationship with Tibet, the situation for Tibetan refugees and immigrants in Taiwan is relatively strained. Many living in Taiwan arrived through China, deciding to stay because of the slightly relaxed attention from authorities, and slight insolation from contact with mainland China. <br><br> There is, however, a growing number of Tibetan rights coalitions in the country, with an overall sense of acceptance for the TIbetan people in the public eye, likely due to the similarities in the plight of the two nations. <br><br> <i>*Taiwan Mongol and Tibetan Affairs </i>","https://fthmb.tqn.com/ZLrtgEGK8Ne9Ryx-b2TfDgp2FDQ=/4288x2848/filters:fill(auto,1)/Taiwan-58b9d0fb5f9b58af5ca84819.jpg",,,,0.8,,circle,#FFCE33,14,"120.9605,23.6978,4000",se,,
,path,850,870,,"wd-Tibet,wd-taiwan",,,#FFCE33,2,0.8,,,,,,,,
wd-scandanavia,,850,870,Scandanavia,"Tibetan Population: 110* <br><br>  The political climate in the rest of Europe's Scandinavian countries (Denmark, Norway, and Sweden) is largely similar to that of Switzerland, offering little resistance to the settlement of Tibetan refugees and immigrants. However, a lack of any real governmental incentives or relocations programs have left these nations with relatively small Tibetan populations overall. <br><br> <i>*1998 CTA Survey </i>",http://www.iapss.org/wp/wp-content/uploads/2016/02/Scandinavia.jpg,,,,0.8,,circle,#FFCE33,11,"10.7522,59.9138,4000",se,,
,path,850,870,,"wd-Tibet,wd-scandanavia",,,#FFCE33,2,0.8,,,,,,,,
wd-newzealand,,850,870,New Zealand,"Tibetan Population: 66* <br><br>  Despite hosting one of the world's smallest populations of Tibetan transplants, New Zealand has a relatively strong community of support for Tibet, housing of the many International Tibet Network NGO headquarters. <br><br> <i>*2006 New Zealand Census </i>",http://www.canterbury.ac.nz/international/life-in-new-zealand/Aoraki-Mt-cook-new-zealand_INT_full.jpg,,,,0.8,,circle,#FFCE33,11,"172.6362,-43.5321,4000",se,,
,path,850,870,,"wd-Tibet,wd-newzealand",,,#FFCE33,2,0.8,,,,,,,,
wd-japan,,850,870,Japan,"Tibetan Population: 60* <br><br>  With its similar practices of ritualistic Buddhism, and somewhat strong governmental protections for refugees, Japan has made itself the ideal location for a very small population of mostly religious-minded Tibetans. <br><br>  <i>*1998 CTA Survey </i>",http://www.telegraph.co.uk/content/dam/Travel/Tours/japan%202-xlarge.jpg,,,,0.8,,circle,#FFCE33,11,"139.6917,35.6894,4000",se,,
,path,850,870,,"wd-Tibet,wd-japan",,,#FFCE33,2,,,,,,,,,
wd-3,story,902,,Interactions with the Western world,"<p>Tibetan interaction with the Western world, at least in the form of refugee asylum and immigration, did not really begin until the early 1970s, after the passing of various resettlement initiatives. The U.S. was the last to open its borders. Although Tibetans have integrated themselves fairly well within these nations, the adjustment to a near-opposite lifestyle is not easy, and many still face political and social challenges even today.</p><img src=""https://farm5.staticflickr.com/4565/38768512681_b830b8d4d6_z_d.jpg"" width=""75%""><br>(a Europeans for Tibet solidarity rally in 2012)<br><p><strong>Struggle with National Identity</strong></p><p>One of the most pressing and controversial issues facing Tibetans in the Western world in the 21st century is the fact that many of their host governments in the West are refusing to recognize them as such. Despite the fact that the vast majority of these Tibetan transplants fled their homes due to pressures created by the Chinese occupation of Tibet, several western nations, such as the United States and Switzerland, are now forcing Tibetan nationals to identify in official government documents and census materials as Chinese in ethnicity.<br /><br />This is due to a variety of reasons, predominately that most Western countries tend to have at least some sort of friendly relationship with China, at least economically, with the United States in particular not willing to do much to antagonize one of their closest trading partners. And since China does not recognize Tibet as a separate, sovereign nation, nor do their allies tend to do any differently. Also, from a purely logistical standpoint, it is much easier for governments to group Tibetans in with the Chinese, considering that, technically speaking, Tibet is, in fact, a Chinese-controlled territory.<br /><br />
And in the case of Switzerland, and many other European nations, the rising anti-immigrant sentiments in the public eye are making it more and more difficult to give Tibetans special treatment with refugee status. The impact of these policies is the unfortunate loss of any official recognition from host governments of a real difference between Tibetans and Chinese, which, to those who fled specifically to escape Chinese influence on their lives, is a massive blow to their cultural identity.<br /><br /><em>To navigate through this map, click on the starred countries to get more specifics about their relationship with Tibetan refugees. The cities also marked as a star are explored in the same level of detail. For all the rest, a click on the dot will bring up a quick overview. </em></p>",,2,,,,,,,,"-38.9947,47.5873,14900",se,,
west-1,,890,910,Switzerland,,,,,,,,star,#FFCE33,40,"7.4474,46.9479,4000",se,story:swiss-1+show:swiss-2+show:swiss-3,
