start,end,title,desc,pic,pos,marker,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,id,citation,tags
,,Venezuela,One of the La Guette survivors lived in Venezuela later in life.,,1,,#800080,,70,,Dot,,,"-65, 7, 7000",,"where: -65, 7, 7000",l-6,,
,,Austria,Approximately 2 of the La Guette survivors lived in Austria in their later lives.,,0,,#800080,17,70,,Dot,,,"13.333333, 47.333333, 7000",,"where: 13.333333, 47.333333, 7000",l-7,,
,,Germany,One of the La Guette survivors lived in Germany later in life.,,6,,#800080,,70,,Dot,,,"9, 51, 7000",,"where: 9, 51, 7000",l-8,,
,,Switzerland,One of the La Guette survivors lived in Switzerland during part of the year later in life.,,5,,#800080,,70,,Dot,,,"8.333333, 46.833333, 7000",,"where: 8.333333, 46.833333, 7000",l-9,,
,,Mexico,Approximately 3 of the La Guette survivors lived in Mexico in their later lives.,,4,,#800080,18,70,,Dot,,,"-99.133333, 19.433333, 9000",,"where: -99.133333, 19.433333, 9000",l-10,,
,,Belgium,One of the La Guette survivors lived in Belgium during part of the year later in life.,,3,,#800080,,70,,Dot,,,"4, 50.833333, 8000",,"where: 4, 50.833333, 8000",l-11,,
,,Australia,"One of the La Guette survivors lived in Australia in her later life, and her brother (also a La Guette survivor) lived there much of his life before ultimately moving to the United States.",,2,,#800080,,70,,Dot,,,"133, -25, 11000",,"where: 133, -25, 11000",l-12,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,Later Lives and Places of Residence,,,,,,,,,,,,,,,,
,,,"USA or Probably USA: Irène, Siegfried, Ilse, Rolf, and Herbert",,,,#800080,21,70,,Dot,,,"-100, 40, 2000",,"where: -100, 40, 2000",e-1,,
,,,"New York City, NY, USA: Heinz, Raoul, Paul Peter, Helga, Félix, and Max",,,,#800080,21,70,,Dot,,,"-74.0059, 40.7127, 2000",,"where: -74.0059, 40.7127, 2000",e-2,,
,,,"Israel: Ernst, Gerda, Léo, and Eduard",,,,#800080,19,70,,Dot,,,"35, 31, 2000",,"where: 35, 31, 2000",e-3,,
,,,"Paris, France: Martin and Werner",,,,#800080,,70,,Dot,,,"2.3508, 48.8567, 2000",,"where: 2.3508, 48.8567, 2000",e-4,,
,,,"Metz, France: Hans",,,,#800080,,70,,Dot,,,"6.177778, 49.120278, 2000",,"where: 6.177778, 49.120278, 2000",e-5,,
,,,"Manchester, NH, USA: Léo",,,,#800080,,70,,Dot,,,"-71.463611, 42.990833, 2000",,"where: -71.463611, 42.990833, 2000",e-6,,
,,,"Vienna, Austria: Heinz",,,,#800080,,70,,Dot,,,"16.366667, 48.2, 2000",,"where: 16.366667, 48.2, 2000",e-7,,
,,,"Thornhill, Ontario, Canada: Erika and Inge",,,,#800080,,70,,Dot,,,"-79.424444, 43.816111, 2000",,"where: -79.424444, 43.816111, 2000",e-8,,
,,,"Holon, Israel: Hans",,,,#800080,,70,,Dot,,,"34.766667, 32.016667, 2000",,"where: 34.766667, 32.016667, 2000",e-9,,
,,,"Omer, Israel: Ilse",,,,#800080,,70,,Dot,,,"34.846917, 31.2643, 2000",,"where: 34.846917, 31.2643, 2000",e-10,,
,,,"Cincinnati, OH, USA: Helli, Rita, Lore, and Ellen",,,,#800080,19,70,,Dot,,,"-84.516667, 39.1, 2000",,"where: -84.516667, 39.1, 2000",e-11,,
,,,"Bnei Dror, Israel: Joachim",,,,#800080,,70,,Dot,,,"34.901297, 32.2618, 2000",,"where: 34.901297, 32.2618, 2000",e-12,,
,,,"Killed: Fritz, Heinz, Walter, Herbert, Georg, Ellen, Heinrich, Norbert, and Paul",,,,,,,,,,,,,,,,
,,,"Brookhaven, NY, USA: Hans",,,,#800080,,70,,Dot,,,"-72.933333, 40.816667, 2000",,"where: -72.933333, 40.816667, 2000",e-13,,
,,,"Ramat-Hasharon, Israel: Gisela",,,,#800080,,70,,Dot,,,"34.833333, 32.15, 2000",,"where: 34.833333, 32.15, 2000",e-14,,
,,,Germany: Minnie,,,,#800080,,70,,Dot,,,"9, 51, 2000",,"where: 9, 51, 2000",e-15,,
,,,Probably England: Trautchen and Siegbert,,,,#800080,,70,,Dot,,,"-0.116667, 51.5, 2000",,"where: -0.116667, 51.5, 2000",e-16,,
,,,"Fort Lee, NJ, USA: Herbert",,,,#800080,,70,,Dot,,,"-73.971007, 40.85064, 2000",,"where: -73.971007, 40.85064, 2000",e-17,,
,,,"Kirkland, WA, USA: Alex",,,,#800080,,70,,Dot,,,"-122.191667, 47.685833, 2000",,"where: -122.191667, 47.685833, 2000",e-18,,
,,,"Toulouse, France: Egon",,,,#800080,,70,,Dot,,,"1.444, 43.6045, 2000",,"where: 1.444, 43.6045, 2000",e-19,,
,,,"Kibbutz Dalia, Israel: Eva",,,,#800080,,70,,Dot,,,"35.0775, 32.590278, 2000",,"where: 35.0775, 32.590278, 2000",e-20,,
,,,"Hogla, Israel: Susi",,,,#800080,,70,,Dot,,,"34.9268, 32.3864, 2000",,"where: 34.9268, 32.3864, 2000",e-21,,
,,,Walter,,,,,,,,,,,,,,,,
,,,"Tel Aviv, Israel: Berty",,,,#800080,,70,,Dot,,,"34.783333, 32.066667, 2000",,"where: 34.783333, 32.066667, 2000",e-22,,
,,,England: Adolf,,,,#800080,,70,,Dot,,,"-0.116667, 51.5, 2000",,"where: -0.116667, 51.5, 2000",e-23,,
,,,"Antony, France: Robert",,,,#800080,,70,,Dot,,,"2.2975, 48.7539, 2000",,"where: 2.2975, 48.7539, 2000",e-24,,
,,,"Kibbutz Ma'ayan Zvi, Israel: Max",,,,#800080,,70,,Dot,,,"34.939997, 32.566297, 2000",,"where: 34.939997, 32.566297, 2000",e-25,,
,,,"Morrow Bay, CA, USA: Hans",,,,#800080,,70,,Dot,,,"-120.85, 35.365833, 2000",,"where: -120.85, 35.365833, 2000",e-26,,
,,,"Dallas, TX, USA: Maurice",,,,#800080,,70,,Dot,,,"-96.796667, 32.775833, 2000",,"where: -96.796667, 32.775833, 2000",e-27,,
,,,"Strasbourg, France: Ruth",,,,#800080,,70,,Dot,,,"7.75, 48.58, 2000",,"where: 7.75, 48.58, 2000",e-28,,
,,,"Aurora, CO, USA: Ruth",,,,#800080,,70,,Dot,,,"-104.83, 39.73, 2000",,"where: -104.83, 39.73, 2000",e-29,,
,,,"Stanmore, England: Marcel",,,,#800080,,70,,Dot,,,"-0.325, 51.617, 2000",,"where: -0.325, 51.617, 2000",e-30,,
,,,Dora,,,,,,,,,,,,,,,,
,,,Selma,,,,,,,,,,,,,,,,
,,,Francisca,,,,,,,,,,,,,,,,
,,,"Vanves, France: Hanna",,,,#800080,,70,,Dot,,,"-2.7603, 47.6559, 2000",,"where: -2.7603, 47.6559, 2000",e-31,,
,,,Inge,,,,,,,,,,,,,,,,
,,,"Flushing, NY, USA: Edith",,,,#800080,,70,,Dot,,,"-73.816389, 40.748056, 2000",,"where: -73.816389, 40.748056, 2000",e-32,,
,,,"Bayside, NY, USA: Gertrude",,,,#800080,,70,,Dot,,,"-73.776944, 40.768333, 2000",,"where: -73.776944, 40.768333, 2000",e-33,,
,,,Werner,,,,,,,,,,,,,,,,
,,,"Kibbutz Neve Ilan, Israel: Gerd",,,,#800080,,70,,Dot,,,"35.0793, 31.808397, 2000",,"where: 35.0793, 31.808397, 2000",e-34,,
,,,"Van Nuys, CA, USA: Walter",,,,#800080,,70,,Dot,,,"-118.4333, 34.1833, 2000",,"where: -118.4333, 34.1833, 2000",e-35,,
,,,"Torrance, CA, USA: Heinz",,,,#800080,,70,,Dot,,,"-118.341389, 33.834722, 2000",,"where: -118.341389, 33.834722, 2000",e-36,,
,,,Max,,,,,,,,,,,,,,,,
,,,"Pacific Palisades, CA, USA: Gerhard",,,,#800080,,70,,Dot,,,"-118.52556, 34.04806, 2000",,"where: -118.52556, 34.04806, 2000",e-37,,
,,,"Toorak, Victoria, Australia: Sylvia",,,,#800080,,70,,Dot,,,"145.018, -37.841, 2000",,"where: 145.018, -37.841, 2000",e-38,,
,,,France: Alfred and Elfie,,,,#800080,,70,,Dot,,,"2, 47, 2000",,"where: 2, 47, 2000",e-39,,
,,,Vera,,,,,,,,,,,,,,,,
,,,"Silver Spring, MD: Hilde",,,,#800080,,70,,Dot,,,"-77.019004, 39.004242, 2000",,"where: -77.019004, 39.004242, 2000",e-40,,
,,,"Baltimore, MD: Joseph",,,,#800080,,70,,Dot,,,"-76.616667, 39.283333, 2000",,"where: -76.616667, 39.283333, 2000",e-41,,
,,,"Kibbutz Massada, Israel: Ursula",,,,#800080,,70,,Dot,,,"35.5985, 32.683397, 2000",,"where: 35.5985, 32.683397, 2000",e-42,,
,,,"Los Altos, CA, USA: Edith",,,,#800080,,70,,Dot,,,"-122.0975, 37.368056, 2000",,"where: -122.0975, 37.368056, 2000",e-43,,
,,,"Brookline, MA, USA: Alice",,,,#800080,,70,,Dot,,,"-71.121667, 42.331667, 2000",,"where: -71.121667, 42.331667, 2000",e-44,,
,,,"Zichron, Ya'akov, Israel: Helmut",,,,#800080,,70,,Dot,,,"34.951667, 32.570833, 2000",,"where: 34.951667, 32.570833, 2000",e-45,,
,,,"Glendale, WI, USA: Kurt",,,,#800080,,70,,Dot,,,"-87.927778, 43.13, 2000",,"where: -87.927778, 43.13, 2000",e-46,,
,,,"Deerfield, IL, USA: Werner",,,,#800080,,70,,Dot,,,"-87.851389, 42.168333, 2000",,"where: -87.851389, 42.168333, 2000",e-47,,
,,,"Coconut Creek, FL, USA: Werner",,,,#800080,,70,,Dot,,,"-80.184722, 26.275, 2000",,"where: -80.184722, 26.275, 2000",e-48,,
,,,"La Seyne-sur-Mer, France: Arthur",,,,#800080,,70,,Dot,,,"5.883, 43.1, 2000",,"where: 5.883, 43.1, 2000",e-49,,
,,,"Sint-Genesius-Rode, Belgium: Walter, Part of the Year",,,,#800080,,70,,Dot,,,"4.35, 50.75, 2000",,"where: 4.35, 50.75, 2000",e-50,,
,,,Kurt,,,,,,,,,,,,,,,,
,,,"Santa Barbara, CA, USA: Heinz",,,,#800080,,70,,Dot,,,"-119.7, 34.416667, 2000",,"where: -119.7, 34.416667, 2000",e-51,,
,,,Erich,,,,,,,,,,,,,,,,
,,,Venezuela: Erika,,,,#800080,,70,,Dot,,,"-65, 7, 2000",,"where: -65, 7, 2000",e-52,,
,,,"Raanana, Israel: Hans",,,,#800080,,70,,Dot,,,"34.866667, 32.183333, 2000",,"where: 34.866667, 32.183333, 2000",e-53,,
,,,Canada: Edith,,,,#800080,,70,,Dot,,,"-86.982133, 51.455583, 2000",,"where: -86.982133, 51.455583, 2000",e-54,,
,,,"Hod HaSharon, Israel: Fred",,,,#800080,,70,,Dot,,,"34.883333, 32.15, 2000",,"where: 34.883333, 32.15, 2000",e-55,,
,,,"Encinitas, CA, USA: Harry",,,,#800080,,70,,Dot,,,"-117.271667, 33.044444, 2000",,"where: -117.271667, 33.044444, 2000",e-56,,
,,,"Santa Barbara, CA, USA: Alice",,,,#800080,,70,,Dot,,,"-119.7, 34.416667, 2000",,"where: -119.7, 34.416667, 2000",e-57,,
,,,"Philadelphia, PA, USA: Ruth and Heinz",,,,#800080,,70,,Dot,,,"-75.166667, 39.95, 2000",,"where: -75.166667, 39.95, 2000",e-58,,
,,,"Wembley Park, England: Gerda",,,,#800080,,70,,Dot,,,"-0.27929, 51.56314, 2000",,"where: -0.27929, 51.56314, 2000",e-59,,
,,,Kitty,,,,,,,,,,,,,,,,
,,,"Long Beach, CA, USA: Lore",,,,#800080,,70,,Dot,,,"-118.195556, 33.768333, 2000",,"where: -118.195556, 33.768333, 2000",e-60,,
,,,"Aventura, FL, USA: Ludwig",,,,#800080,,70,,Dot,,,"-80.135833, 25.964444, 2000",,"where: -80.135833, 25.964444, 2000",e-61,,
,,,"San Jose, CA, USA: Stella",,,,#800080,,70,,Dot,,,"-121.9, 37.333333, 2000",,"where: -121.9, 37.333333, 2000",e-62,,
,,,Gerty,,,,,,,,,,,,,,,,
,,,"Woodside, NY, USA: Hans",,,,#800080,,70,,Dot,,,"-73.9048, 40.74526, 2000",,"where: -73.9048, 40.74526, 2000",e-63,,
,,,"Dallas, TX, USA: Karl and Else",,,,#800080,,70,,Dot,,,"-96.796667, 32.775833, 2000",,"where: -96.796667, 32.775833, 2000",e-64,,
,,,"Guadalajara, Mexico: Edith",,,,#800080,,70,,Dot,,,"-103.35, 20.666667, 2000",,"where: -103.35, 20.666667, 2000",e-65,,
,,,"Aguascalientes, Mexico: Herbert",,,,#800080,,70,,Dot,,,"-102.35, 22.0167, 2000",,"where: -102.35, 22.0167, 2000",e-66,,
,,,Heinz,,,,,,,,,,,,,,,,
,,,"Ashurst, Hampshire, England: Fritz",,,,#800080,,70,,Dot,,,"-1.516685, 50.894817, 2000",,"where: -1.516685, 50.894817, 2000",e-67,,
,,,"Woodside, NY, USA: Ruth",,,,#800080,,70,,Dot,,,"-73.9048, 40.74526, 2000",,"where: -73.9048, 40.74526, 2000",e-68,,
,,,"Hadera, Israel: Charlotte",,,,#800080,,70,,Dot,,,"34.916667, 32.45, 2000",,"where: 34.916667, 32.45, 2000",e-69,,
,,,"Givatayim, Israel: Renate",,,,#800080,,70,,Dot,,,"34.811667, 32.069722, 2000",,"where: 34.811667, 32.069722, 2000",e-70,,
,,,Gerhard,,,,,,,,,,,,,,,,
,,,Gertrude,,,,,,,,,,,,,,,,
,,,"Herzliya Pituach, Israel: Otto",,,,#800080,,70,,Dot,,,"34.811425, 32.172852, 2000",,"where: 34.811425, 32.172852, 2000",e-71,,
,,,Ditta,,,,,,,,,,,,,,,,
,,,"Los Angeles, CA, USA: Eva and Lore",,,,#800080,,70,,Dot,,,"-118.25, 34.05, 2000",,"where: -118.25, 34.05, 2000",e-72,,
,,,"Northridge, CA, USA: Walter",,,,#800080,,70,,Dot,,,"-118.53583, 34.22833, 2000",,"where: -118.53583, 34.22833, 2000",e-73,,
,,,Heinz,,,,,,,,,,,,,,,,
,,,"Kew Gardens Hills, NY, USA: Helmut",,,,#800080,,70,,Dot,,,"-73.82012, 40.72937, 2000",,"where: -73.82012, 40.72937, 2000",e-74,,
,,,"Linz, Austria: Georg",,,,#800080,,70,,Dot,,,"14.283333, 48.3, 2000",,"where: 14.283333, 48.3, 2000",e-75,,
,,,"Belmont, CA, USA: Steffi",,,,#800080,,70,,Dot,,,"-122.291667, 37.518056, 2000",,"where: -122.291667, 37.518056, 2000",e-76,,
,,,"Boynton Beach, FL, USA: Werner",,,,#800080,,70,,Dot,,,"-80.076389, 26.528056, 2000",,"where: -80.076389, 26.528056, 2000",e-77,,
,,,"Mexico City, Mexico: Nelly",,,,#800080,,70,,Dot,,,"-99.133333, 19.433333, 2000",,"where: -99.133333, 19.433333, 2000",e-78,,
,,,"Les Diablerets, Switzerland: Walter, Part of the Year",,,,#800080,,70,,Dot,,,"7.158056, 46.351389, 2000",,"where: 7.158056, 46.351389, 2000",e-79,,
,,,"Boston, MA, USA: Eva",,,,#800080,,70,,Dot,,,"-71.063611, 42.358056, 2000",,"where: -71.063611, 42.358056, 2000",e-80,,
,,,"Fairfield, CT, USA: Norbert",,,,#800080,,70,,Dot,,,"-73.271944, 41.175833, 2000",,"where: -73.271944, 41.175833, 2000",e-81,,
,,,"Wichita, KS, USA: Herbert",,,,#800080,,70,,Dot,,,"-97.336111, 37.688889, 2000",,"where: -97.336111, 37.688889, 2000",e-82,,
,,,"New Rochelle, NY, USA: Daisy",,,,#800080,,70,,Dot,,,"-73.782222, 40.911389, 2000",,"where: -73.782222, 40.911389, 2000",e-83,,
,,,"Deltona, FL, USA: Inge",,,,#800080,,70,,Dot,,,"-81.211111, 28.905, 2000",,"where: -81.211111, 28.905, 2000",e-84,,
,,,"Kingston, NY, USA: Herbert",,,,#800080,,70,,Dot,,,"-74, 41.925, 2000",,"where: -74, 41.925, 2000",e-85,,
,,,"Wilmette, IL, USA: Edith",,,,#800080,,70,,Dot,,,"-87.723611, 42.077222, 2000",,"where: -87.723611, 42.077222, 2000",e-86,,
,,,,,,,,,,,,,,,,,,,
,,Known Reunions,,,,,,,,,,,,,,,,,
04/01/1979,04/31/1979,Israel,April 1979,,3,Star,#DC143C,,90,,,,,"35, 31, 3000",,"where: 35, 31, 3000",n-1,,
07/09/1983,07/10/1983,"Orangeburg, NY","July 9-10, 1983",,2,Star,#DC143C,,90,,,,,"-73.953333, 41.044722, 6000",,"where: -73.953333, 41.044722, 6000",n-2,,
05/18/1999,05/20/1999,"Paris, France","May 18-20, 1999",,0,Star,#DC143C,,90,,,,,"2.3508, 48.8567, 6000",,"where: 2.3508, 48.8567, 6000",n-3,,
04/30/1997,05/30/1997,"OSE Reunion in Miami Beach, FL","<b>Oeuvre de Secours aux Enfants (OSE) Reunion</b><p>April 30-May 7, 1997",,1,Star,#DC143C,,90,,,,,"-80.134064, 25.813025, 6000",,"where: -80.134064, 25.813025, 6000",n-4,,
,,Gatherings of Survivors in Los Angeles,,,4,Star,#DC143C,,90,,,,,"-118.25, 34.05, 6000",,"where: -118.25, 34.05, 6000",n-5,,
